ws,ov,pos,md,wf1
100,50,R,5,0.886411025
100,75,R,5,0.881468819
150,50,R,5,0.862539060
150,75,R,5,0.868959756
50,25,R,5,0.828680403
50,50,R,5,0.830344119
50,75,R,5,0.829968246
100,25,C,4,0.824274168
100,50,C,4,0.840142803
100,75,C,4,0.839515947
150,25,C,4,0.865883429
150,75,C,4,0.870345524
150,50,C,4,0.839916661
50,25,C,5,0.849229435
50,50,C,5,0.827276408
50,75,C,5,0.827718876
100,25,L,4,0.893581542
100,50,L,4,0.927839179
100,75,L,4,0.928573280
150,25,L,4,0.955971420
150,50,L,4,0.933573257
150,75,L,4,0.957953596
50,25,L,4,0.892044415
50,50,L,4,0.855381569
50,75,L,5,0.918331313
150,25,R,4,0.852510554
100,25,R,5,0.891869972
100,50,R,5,0.872721111
100,75,R,5,0.885910020
150,50,R,5,0.880281409
150,75,R,5,0.892315605
50,25,R,5,0.832671280
50,50,R,5,0.793894186
50,75,R,5,0.817898622
100,25,C,4,0.843426381
100,50,C,4,0.826108147
100,75,C,4,0.850272540
150,25,C,4,0.812191308
150,75,C,4,0.882553386
150,50,C,4,0.831835919
50,25,C,5,0.851558739
50,50,C,5,0.824376124
50,75,C,5,0.816231304
100,25,L,4,0.932468279
100,50,L,4,0.921566848
100,75,L,4,0.934654832
150,25,L,4,0.938754905
150,50,L,4,0.958619556
150,75,L,4,0.951626300
50,25,L,4,0.881834723
50,50,L,4,0.876384200
50,75,L,5,0.909001350
150,25,R,4,0.815005490
100,25,R,5,0.857976919
100,50,R,5,0.868562500
100,75,R,5,0.844791868
150,50,R,5,0.874770456
150,75,R,5,0.905887737
50,25,R,5,0.796446373
50,50,R,5,0.827383581
50,75,R,5,0.815240025
100,25,C,4,0.866120731
100,50,C,4,0.805574830
100,75,C,4,0.829108990
150,25,C,4,0.840471316
150,75,C,4,0.887978275
150,50,C,4,0.851436437
50,25,C,5,0.847574097
50,50,C,5,0.829130822
50,75,C,5,0.848962046
100,25,L,4,0.945563797
100,50,L,4,0.921407693
100,75,L,4,0.933076353
150,25,L,4,0.922054149
150,50,L,4,0.951478163
150,75,L,4,0.933390886
50,25,L,4,0.875982765
50,50,L,4,0.868157450
50,75,L,5,0.918660743
150,25,R,4,0.764969087
100,25,R,5,0.869649507
100,50,R,5,0.861842425
100,75,R,5,0.858452008
150,50,R,5,0.895814931
150,75,R,5,0.889256919
50,25,R,5,0.806967407
50,50,R,5,0.833170135
50,75,R,5,0.828053922
100,25,C,4,0.838853897
100,50,C,4,0.890506353
100,75,C,4,0.849183428
150,25,C,4,0.865831876
150,75,C,4,0.859987311
150,50,C,4,0.891824358
50,25,C,5,0.841216993
50,50,C,5,0.824678275
50,75,C,5,0.822386253
100,25,L,4,0.919651367
100,50,L,4,0.923647707
100,75,L,4,0.934604571
150,25,L,4,0.954394865
150,50,L,4,0.930992685
150,75,L,4,0.941198934
50,25,L,4,0.855690747
50,50,L,4,0.882886302
50,75,L,5,0.922763910
150,25,R,4,0.788827097
100,25,R,5,0.874700429
100,50,R,5,0.874778171
100,75,R,5,0.858774439
150,50,R,5,0.904534506
150,75,R,5,0.889005939
50,25,R,5,0.813117031
50,50,R,5,0.813929585
50,75,R,5,0.828742750
100,25,C,4,0.867476862
100,50,C,4,0.828917411
100,75,C,4,0.834928904
150,25,C,4,0.900375289
150,75,C,4,0.825767932
150,50,C,4,0.850450250
50,25,C,5,0.797917088
50,50,C,5,0.832139173
50,75,C,5,0.837058986
100,25,L,4,0.945324364
100,50,L,4,0.938613646
100,75,L,4,0.920599340
150,25,L,4,0.939821743
150,50,L,4,0.919047074
150,75,L,4,0.938845092
50,25,L,4,0.832974913
50,50,L,4,0.842653313
50,75,L,5,0.903080684
150,25,R,4,0.800829605
100,25,R,5,0.874148440
100,50,R,5,0.877299223
100,75,R,5,0.871254981
150,50,R,5,0.854488482
150,75,R,5,0.882773754
50,25,R,5,0.804101483
50,50,R,5,0.839660886
50,75,R,5,0.817862296
100,25,C,4,0.833031707
100,50,C,4,0.849684346
100,75,C,4,0.836276128
150,25,C,4,0.888632465
150,75,C,4,0.863160621
150,50,C,4,0.867773290
50,25,C,5,0.831871142
50,50,C,5,0.832424682
50,75,C,5,0.823902052
100,25,L,4,0.916570285
100,50,L,4,0.915920723
100,75,L,4,0.930545693
150,25,L,4,0.958595355
150,50,L,4,0.951740291
150,75,L,4,0.935507671
50,25,L,4,0.842692149
50,50,L,4,0.835882766
50,75,L,5,0.909577658
150,25,R,4,0.851249820
100,25,R,5,0.858916072
100,50,R,5,0.861286911
100,75,R,5,0.871532079
150,50,R,5,0.875177587
150,75,R,5,0.885983129
50,25,R,5,0.842535666
50,50,R,5,0.841790782
50,75,R,5,0.816694156
100,25,C,4,0.838606235
100,50,C,4,0.875675727
100,75,C,4,0.845712871
150,25,C,4,0.877676142
150,75,C,4,0.871176082
150,50,C,4,0.846802862
50,25,C,5,0.822134702
50,50,C,5,0.836295445
50,75,C,5,0.839574458
100,25,L,4,0.915716335
100,50,L,4,0.930419790
100,75,L,4,0.920099918
150,25,L,4,0.931290060
150,50,L,4,0.927390847
150,75,L,4,0.950816460
50,25,L,4,0.853840678
50,50,L,4,0.861601516
50,75,L,5,0.911901067
150,25,R,4,0.715100114
100,25,R,5,0.828028808
100,50,R,5,0.877087760
100,75,R,5,0.877684585
150,50,R,5,0.886267308
150,75,R,5,0.894330754
50,25,R,5,0.829197344
50,50,R,5,0.834453543
50,75,R,5,0.813641291
100,25,C,4,0.864622597
100,50,C,4,0.811103492
100,75,C,4,0.823669315
150,25,C,4,0.882639114
150,75,C,4,0.801718467
150,50,C,4,0.885328343
50,25,C,5,0.829847890
50,50,C,5,0.836537722
50,75,C,5,0.838915635
100,25,L,4,0.926787202
100,50,L,4,0.925384575
100,75,L,4,0.925712272
150,25,L,4,0.906444231
150,50,L,4,0.918205718
150,75,L,4,0.945652450
50,25,L,4,0.899439741
50,50,L,4,0.852966368
50,75,L,5,0.904717290
150,25,R,4,0.827194275
100,25,R,5,0.859816603
100,50,R,5,0.846291482
100,75,R,5,0.880688602
150,50,R,5,0.905243835
150,75,R,5,0.872159026
50,25,R,5,0.840411412
50,50,R,5,0.797234435
50,75,R,5,0.829906994
100,25,C,4,0.811872942
100,50,C,4,0.852861689
100,75,C,4,0.868271903
150,25,C,4,0.869624439
150,75,C,4,0.830377745
150,50,C,4,0.894984913
50,25,C,5,0.822699641
50,50,C,5,0.829115568
50,75,C,5,0.836851449
100,25,L,4,0.929520097
100,50,L,4,0.931882810
100,75,L,4,0.935994661
150,25,L,4,0.909285475
150,50,L,4,0.926220728
150,75,L,4,0.948381435
50,25,L,4,0.862792142
50,50,L,4,0.847612526
50,75,L,5,0.903741395
150,25,R,4,0.867612546
100,25,R,5,0.850046173
100,50,R,5,0.862993412
100,75,R,5,0.887685742
150,50,R,5,0.844208825
150,75,R,5,0.876878971
50,25,R,5,0.809960483
50,50,R,5,0.846239006
50,75,R,5,0.835658379
100,25,C,4,0.864229665
100,50,C,4,0.853172123
100,75,C,4,0.849182802
150,25,C,4,0.901089053
150,75,C,4,0.873359188
150,50,C,4,0.885072568
50,25,C,5,0.835701899
50,50,C,5,0.825435216
50,75,C,5,0.829809638
100,25,L,4,0.944137816
100,50,L,4,0.914800585
100,75,L,4,0.943099521
150,25,L,4,0.948351571
150,50,L,4,0.932637833
150,75,L,4,0.941350619
50,25,L,4,0.850432787
50,50,L,4,0.854894627
50,75,L,5,0.909492248
150,25,R,4,0.847549295
100,25,R,5,0.884162103
100,50,R,5,0.875025718
100,75,R,5,0.862202819
150,50,R,5,0.910796740
150,75,R,5,0.851940325
50,25,R,5,0.821469428
50,50,R,5,0.821815920
50,75,R,5,0.835845205
100,25,C,4,0.853936622
100,50,C,4,0.887407199
100,75,C,4,0.861650852
150,25,C,4,0.883743614
150,75,C,4,0.897871593
150,50,C,4,0.905144429
50,25,C,5,0.841697397
50,50,C,5,0.830096496
50,75,C,5,0.839698681
100,25,L,4,0.885526061
100,50,L,4,0.936613723
100,75,L,4,0.932189603
150,25,L,4,0.957566803
150,50,L,4,0.935190941
150,75,L,4,0.946823028
50,25,L,4,0.856581816
50,50,L,4,0.869561799
50,75,L,5,0.908411067
150,25,R,4,0.780702099
100,25,R,5,0.852810038
100,50,R,5,0.877445305
100,75,R,5,0.871477661
150,50,R,5,0.868435390
150,75,R,5,0.889580809
50,25,R,5,0.837080379
50,50,R,5,0.821377705
50,75,R,5,0.822642782
100,25,C,4,0.870962288
100,50,C,4,0.844157104
100,75,C,4,0.829070598
150,25,C,4,0.813782553
150,75,C,4,0.842569478
150,50,C,4,0.858405105
50,25,C,5,0.836644076
50,50,C,5,0.842524777
50,75,C,5,0.821846981
100,25,L,4,0.923938990
100,50,L,4,0.942474154
100,75,L,4,0.908766260
150,25,L,4,0.941762512
150,50,L,4,0.942709989
150,75,L,4,0.941172331
50,25,L,4,0.846894547
50,50,L,4,0.880225637
50,75,L,5,0.918620941
150,25,R,4,0.816110073
100,25,R,5,0.895614133
100,50,R,5,0.870573007
100,75,R,5,0.885535908
150,50,R,5,0.859097565
150,75,R,5,0.880666733
50,25,R,5,0.816705721
50,50,R,5,0.826684396
50,75,R,5,0.843221542
100,25,C,4,0.887206823
100,50,C,4,0.852499690
100,75,C,4,0.871312913
150,25,C,4,0.872528295
150,75,C,4,0.859052906
150,50,C,4,0.868673953
50,25,C,5,0.793472854
50,50,C,5,0.837037343
50,75,C,5,0.839728711
100,25,L,4,0.941289837
100,50,L,4,0.901335289
100,75,L,4,0.937614715
150,25,L,4,0.950783252
150,50,L,4,0.948513321
150,75,L,4,0.947474899
50,25,L,4,0.866860309
50,50,L,4,0.894203130
50,75,L,5,0.907668451
150,25,R,4,0.798014457
100,25,R,5,0.855481658
100,50,R,5,0.861637413
100,75,R,5,0.875516650
150,50,R,5,0.880170176
150,75,R,5,0.897426570
50,25,R,5,0.796709212
50,50,R,5,0.844371475
50,75,R,5,0.815899598
100,25,C,4,0.820893199
100,50,C,4,0.853959861
100,75,C,4,0.884345397
150,25,C,4,0.847101435
150,75,C,4,0.830505965
150,50,C,4,0.856208924
50,25,C,5,0.839647740
50,50,C,5,0.833329507
50,75,C,5,0.815998180
100,25,L,4,0.920869649
100,50,L,4,0.932909505
100,75,L,4,0.927720546
150,25,L,4,0.917863404
150,50,L,4,0.936353995
150,75,L,4,0.946995944
50,25,L,4,0.819811008
50,50,L,4,0.854375666
50,75,L,5,0.911183422
150,25,R,4,0.857119736
100,25,R,5,0.847161197
100,50,R,5,0.835416125
100,75,R,5,0.881767999
150,50,R,5,0.857279346
150,75,R,5,0.872437401
50,25,R,5,0.818929178
50,50,R,5,0.830722204
50,75,R,5,0.823955708
100,25,C,4,0.844046636
100,50,C,4,0.830471074
100,75,C,4,0.819503290
150,25,C,4,0.917039049
150,75,C,4,0.857292808
150,50,C,4,0.863325743
50,25,C,5,0.843360275
50,50,C,5,0.834355062
50,75,C,5,0.835427527
100,25,L,4,0.922892623
100,50,L,4,0.916891055
100,75,L,4,0.937029723
150,25,L,4,0.937436012
150,50,L,4,0.944850445
150,75,L,4,0.937428611
50,25,L,4,0.868432401
50,50,L,4,0.865955674
50,75,L,5,0.915384566
150,25,R,4,0.801517406
100,25,R,5,0.824663424
100,50,R,5,0.862460547
100,75,R,5,0.877678231
150,50,R,5,0.884856010
150,75,R,5,0.913773423
50,25,R,5,0.824101054
50,50,R,5,0.824570516
50,75,R,5,0.818638544
100,25,C,4,0.834832294
100,50,C,4,0.878024870
100,75,C,4,0.845909743
150,25,C,4,0.873412567
150,75,C,4,0.860118219
150,50,C,4,0.798731458
50,25,C,5,0.828830912
50,50,C,5,0.819022795
50,75,C,5,0.823043700
100,25,L,4,0.933957510
100,50,L,4,0.925555019
100,75,L,4,0.915188431
150,25,L,4,0.965665869
150,50,L,4,0.939796572
150,75,L,4,0.946687680
50,25,L,4,0.869154270
50,50,L,4,0.867268283
50,75,L,5,0.910187029
150,25,R,4,0.822630441
100,25,R,5,0.870408366
100,50,R,5,0.878189281
100,75,R,5,0.858238982
150,50,R,5,0.877987216
150,75,R,5,0.880798968
50,25,R,5,0.809179087
50,50,R,5,0.816319079
50,75,R,5,0.819859882
100,25,C,4,0.834803104
100,50,C,4,0.843119479
100,75,C,4,0.841749649
150,25,C,4,0.848925501
150,75,C,4,0.837284268
150,50,C,4,0.867175301
50,25,C,5,0.827991136
50,50,C,5,0.806777451
50,75,C,5,0.825964548
100,25,L,4,0.939067881
100,50,L,4,0.930516998
100,75,L,4,0.939009321
150,25,L,4,0.933552008
150,50,L,4,0.931655889
150,75,L,4,0.935834996
50,25,L,4,0.858808248
50,50,L,4,0.821963731
50,75,L,5,0.917938355
150,25,R,4,0.781003679
100,25,R,5,0.853175469
100,50,R,5,0.870489114
100,75,R,5,0.882610970
150,50,R,5,0.895815545
150,75,R,5,0.876040271
50,25,R,5,0.830810688
50,50,R,5,0.811938166
50,75,R,5,0.818122051
100,25,C,4,0.883559005
100,50,C,4,0.825300907
100,75,C,4,0.862262091
150,25,C,4,0.844705006
150,75,C,4,0.876489889
150,50,C,4,0.886234586
50,25,C,5,0.825294679
50,50,C,5,0.824155338
50,75,C,5,0.832454804
100,25,L,4,0.914817230
100,50,L,4,0.933535669
100,75,L,4,0.928272304
150,25,L,4,0.940266790
150,50,L,4,0.944448825
150,75,L,4,0.950433889
50,25,L,4,0.878514518
50,50,L,4,0.832140245
50,75,L,5,0.922333745
150,25,R,4,0.802645561
100,25,R,5,0.900388505
100,50,R,5,0.850729654
100,75,R,5,0.871710397
150,50,R,5,0.881761253
150,75,R,5,0.900446603
50,25,R,5,0.836173545
50,50,R,5,0.819165952
50,75,R,5,0.800533960
100,25,C,4,0.825432344
100,50,C,4,0.819731148
100,75,C,4,0.837491196
150,25,C,4,0.870258254
150,75,C,4,0.868566286
150,50,C,4,0.816758798
50,25,C,5,0.827297685
50,50,C,5,0.828602150
50,75,C,5,0.830904947
100,25,L,4,0.903882196
100,50,L,4,0.907101232
100,75,L,4,0.924568568
150,25,L,4,0.898739404
150,50,L,4,0.928321607
150,75,L,4,0.938742668
50,25,L,4,0.847076506
50,50,L,4,0.860320516
50,75,L,5,0.915899841
150,25,R,4,0.752504457
100,25,R,5,0.858432608
100,50,R,5,0.853978730
100,75,R,5,0.866528508
150,50,R,5,0.853547791
150,75,R,5,0.896962827
50,25,R,5,0.821151193
50,50,R,5,0.831355982
50,75,R,5,0.850293458
100,25,C,4,0.870113086
100,50,C,4,0.865153351
100,75,C,4,0.825311714
150,25,C,4,0.848239613
150,75,C,4,0.866318810
150,50,C,4,0.846747588
50,25,C,5,0.813515261
50,50,C,5,0.830503179
50,75,C,5,0.831006582
100,25,L,4,0.923428269
100,50,L,4,0.922919906
100,75,L,4,0.919717769
150,25,L,4,0.922577020
150,50,L,4,0.936974260
150,75,L,4,0.944403091
50,25,L,4,0.856133995
50,50,L,4,0.849384766
50,75,L,5,0.918508664
150,25,R,4,0.814581946
100,25,R,5,0.837567851
100,50,R,5,0.871528044
100,75,R,5,0.867905005
150,50,R,5,0.877755042
150,75,R,5,0.875669212
50,25,R,5,0.831873550
50,50,R,5,0.822060893
50,75,R,5,0.820593779
100,25,C,4,0.858016354
100,50,C,4,0.856994268
100,75,C,4,0.847508123
150,25,C,4,0.864813581
150,75,C,4,0.882214849
150,50,C,4,0.880136511
50,25,C,5,0.828305049
50,50,C,5,0.825370746
50,75,C,5,0.813266774
100,25,L,4,0.940551202
100,50,L,4,0.929841389
100,75,L,4,0.926725486
150,25,L,4,0.941359674
150,50,L,4,0.925338104
150,75,L,4,0.943509829
50,25,L,4,0.888240311
50,50,L,4,0.849263803
50,75,L,5,0.916398276
150,25,R,4,0.814709005
100,25,R,5,0.866471815
100,50,R,5,0.853317305
100,75,R,5,0.874809524
150,50,R,5,0.863420725
150,75,R,5,0.882360667
50,25,R,5,0.798403023
50,50,R,5,0.830961386
50,75,R,5,0.837973506
100,25,C,4,0.872024896
100,50,C,4,0.858794179
100,75,C,4,0.839521004
150,25,C,4,0.854454402
150,75,C,4,0.820468593
150,50,C,4,0.901720525
50,25,C,5,0.852773778
50,50,C,5,0.847175109
50,75,C,5,0.843177312
100,25,L,4,0.918701174
100,50,L,4,0.937378407
100,75,L,4,0.930142747
150,25,L,4,0.934685297
150,50,L,4,0.929787932
150,75,L,4,0.940285989
50,25,L,4,0.808302221
50,50,L,4,0.834733955
50,75,L,5,0.904912089
150,25,R,4,0.808765802
100,25,R,5,0.887417585
100,50,R,5,0.856517463
100,75,R,5,0.854618575
150,50,R,5,0.889751750
150,75,R,5,0.895816297
50,25,R,5,0.798131253
50,50,R,5,0.816429070
50,75,R,5,0.820872290
100,25,C,4,0.850671537
100,50,C,4,0.862425186
100,75,C,4,0.832824423
150,25,C,4,0.862060815
150,75,C,4,0.866708345
150,50,C,4,0.881432042
50,25,C,5,0.838867865
50,50,C,5,0.826205908
50,75,C,5,0.831033083
100,25,L,4,0.954800267
100,50,L,4,0.926284790
100,75,L,4,0.948423208
150,25,L,4,0.923633139
150,50,L,4,0.929657003
150,75,L,4,0.948117333
50,25,L,4,0.852366790
50,50,L,4,0.871545354
50,75,L,5,0.908750272
150,25,R,4,0.797638745
100,25,R,5,0.874314861
100,50,R,5,0.872661267
100,75,R,5,0.855686719
150,50,R,5,0.879878620
150,75,R,5,0.899705054
50,25,R,5,0.828914343
50,50,R,5,0.806869354
50,75,R,5,0.830875015
100,25,C,4,0.864742698
100,50,C,4,0.816982611
100,75,C,4,0.843496070
150,25,C,4,0.877350007
150,75,C,4,0.874917769
150,50,C,4,0.859658915
50,25,C,5,0.826381554
50,50,C,5,0.825995092
50,75,C,5,0.825499684
100,25,L,4,0.930063070
100,50,L,4,0.935191954
100,75,L,4,0.917373274
150,25,L,4,0.937382178
150,50,L,4,0.951226457
150,75,L,4,0.946252583
50,25,L,4,0.844509588
50,50,L,4,0.848840214
50,75,L,5,0.919052537
150,25,R,4,0.799405611
100,25,R,5,0.895665809
100,50,R,5,0.841884261
100,75,R,5,0.854956203
150,50,R,5,0.863718922
150,75,R,5,0.883765436
50,25,R,5,0.812514389
50,50,R,5,0.838128309
50,75,R,5,0.834063233
100,25,C,4,0.834443594
100,50,C,4,0.819597942
100,75,C,4,0.872761446
150,25,C,4,0.852135262
150,75,C,4,0.868866222
150,50,C,4,0.866644704
50,25,C,5,0.861981997
50,50,C,5,0.828798421
50,75,C,5,0.842089769
100,25,L,4,0.929733347
100,50,L,4,0.923588793
100,75,L,4,0.933678744
150,25,L,4,0.940379243
150,50,L,4,0.928449349
150,75,L,4,0.947209902
50,25,L,4,0.882549143
50,50,L,4,0.861794501
50,75,L,5,0.922922515
150,25,R,4,0.824954134
100,25,R,5,0.861780503
100,50,R,5,0.872179954
100,75,R,5,0.896123734
150,50,R,5,0.849114742
150,75,R,5,0.860119240
50,25,R,5,0.829226143
50,50,R,5,0.834605633
50,75,R,5,0.817586154
100,25,C,4,0.845759439
100,50,C,4,0.839344981
100,75,C,4,0.868375790
150,25,C,4,0.902583954
150,75,C,4,0.859973118
150,50,C,4,0.855468493
50,25,C,5,0.825881597
50,50,C,5,0.828285039
50,75,C,5,0.850750145
100,25,L,4,0.920122382
100,50,L,4,0.912185946
100,75,L,4,0.925800043
150,25,L,4,0.925231235
150,50,L,4,0.941920673
150,75,L,4,0.924996469
50,25,L,4,0.844304801
50,50,L,4,0.853568760
50,75,L,5,0.912307559
150,25,R,4,0.771696656
100,25,R,5,0.851665004
100,50,R,5,0.865028401
100,75,R,5,0.863105092
150,50,R,5,0.895445170
150,75,R,5,0.880007264
50,25,R,5,0.827017506
50,50,R,5,0.845753331
50,75,R,5,0.846862154
100,25,C,4,0.839712687
100,50,C,4,0.849769555
100,75,C,4,0.827124227
150,25,C,4,0.873879820
150,75,C,4,0.871611168
150,50,C,4,0.859736626
50,25,C,5,0.829405323
50,50,C,5,0.836506652
50,75,C,5,0.830595106
100,25,L,4,0.934412636
100,50,L,4,0.920027985
100,75,L,4,0.914599157
150,25,L,4,0.944728807
150,50,L,4,0.951719594
150,75,L,4,0.936193773
50,25,L,4,0.849554859
50,50,L,4,0.867409232
50,75,L,5,0.912085013
150,25,R,4,0.777420457
100,25,R,5,0.847494846
100,50,R,5,0.881560435
100,75,R,5,0.870030407
150,50,R,5,0.879220396
150,75,R,5,0.905021282
50,25,R,5,0.807586871
50,50,R,5,0.809968218
50,75,R,5,0.815638448
100,25,C,4,0.885427533
100,50,C,4,0.860751957
100,75,C,4,0.847841430
150,25,C,4,0.896575412
150,75,C,4,0.824561518
150,50,C,4,0.844709937
50,25,C,5,0.804370071
50,50,C,5,0.848642007
50,75,C,5,0.835357761
100,25,L,4,0.904159822
100,50,L,4,0.927660333
100,75,L,4,0.949270271
150,25,L,4,0.934180379
150,50,L,4,0.940332302
150,75,L,4,0.922627690
50,25,L,4,0.854020440
50,50,L,4,0.896023793
50,75,L,5,0.919395095
150,25,R,4,0.829380494
100,25,R,5,0.891644835
100,50,R,5,0.853675032
100,75,R,5,0.872975273
150,50,R,5,0.885724356
150,75,R,5,0.883168468
50,25,R,5,0.816209536
50,50,R,5,0.822088414
50,75,R,5,0.830301519
100,25,C,4,0.808080073
100,50,C,4,0.871854078
100,75,C,4,0.833916642
150,25,C,4,0.815884931
150,75,C,4,0.873867207
150,50,C,4,0.822116464
50,25,C,5,0.811132852
50,50,C,5,0.835227838
50,75,C,5,0.824811304
100,25,L,4,0.901866532
100,50,L,4,0.925994376
100,75,L,4,0.924550948
150,25,L,4,0.925597059
150,50,L,4,0.941531470
150,75,L,4,0.941156509
50,25,L,4,0.882761582
50,50,L,4,0.847306378
50,75,L,5,0.901483582
150,25,R,4,0.770457718
100,25,R,5,0.858574076
100,50,R,5,0.881491216
100,75,R,5,0.856336657
150,50,R,5,0.872521286
150,75,R,5,0.894156341
50,25,R,5,0.824875218
50,50,R,5,0.825683133
50,75,R,5,0.823599517
100,25,C,4,0.829651543
100,50,C,4,0.874734793
100,75,C,4,0.830270279
150,25,C,4,0.862228690
150,75,C,4,0.886012224
150,50,C,4,0.862300044
50,25,C,5,0.847497038
50,50,C,5,0.818798986
50,75,C,5,0.821961456
100,25,L,4,0.929564421
100,50,L,4,0.923926483
100,75,L,4,0.897984597
150,25,L,4,0.934462731
150,50,L,4,0.950995362
150,75,L,4,0.946030225
50,25,L,4,0.844380576
50,50,L,4,0.864789807
50,75,L,5,0.912502857
150,25,R,4,0.838628872
100,25,R,5,0.828480791
100,50,R,5,0.861283016
100,75,R,5,0.875637052
150,50,R,5,0.881949722
150,75,R,5,0.906551550
50,25,R,5,0.839760362
50,50,R,5,0.828609000
50,75,R,5,0.817068540
100,25,C,4,0.846456986
100,50,C,4,0.852373084
100,75,C,4,0.866791897
150,25,C,4,0.884607147
150,75,C,4,0.852001388
150,50,C,4,0.863380365
50,25,C,5,0.813442330
50,50,C,5,0.842342874
50,75,C,5,0.830363814
100,25,L,4,0.920023720
100,50,L,4,0.909834497
100,75,L,4,0.920595492
150,25,L,4,0.944875716
150,50,L,4,0.886478029
150,75,L,4,0.941500134
50,25,L,4,0.803935069
50,50,L,4,0.853296465
50,75,L,5,0.924382060
150,25,R,4,0.758540953
100,25,R,5,0.861811837
100,50,R,5,0.874357724
100,75,R,5,0.876663530
150,50,R,5,0.896143250
150,75,R,5,0.880389585
50,25,R,5,0.814253224
50,50,R,5,0.838324119
50,75,R,5,0.825553579
100,25,C,4,0.855868535
100,50,C,4,0.832881450
100,75,C,4,0.843931559
150,25,C,4,0.883182214
150,75,C,4,0.867962548
150,50,C,4,0.829851790
50,25,C,5,0.805700531
50,50,C,5,0.850442036
50,75,C,5,0.841789947
100,25,L,4,0.914093788
100,50,L,4,0.923102928
100,75,L,4,0.915208775
150,25,L,4,0.940826528
150,50,L,4,0.930916407
150,75,L,4,0.953053577
50,25,L,4,0.830046730
50,50,L,4,0.851341965
50,75,L,5,0.916931252
150,25,R,4,0.828878978
100,25,R,5,0.870578169
100,50,R,5,0.838929775
100,75,R,5,0.867659636
150,50,R,5,0.864953668
150,75,R,5,0.909512701
50,25,R,5,0.799088941
50,50,R,5,0.827733460
50,75,R,5,0.834592058
100,25,C,4,0.866571923
100,50,C,4,0.851753393
100,75,C,4,0.858332773
150,25,C,4,0.875915576
150,75,C,4,0.851755573
150,50,C,4,0.864625179
50,25,C,5,0.841889023
50,50,C,5,0.816551361
50,75,C,5,0.819028480
100,25,L,4,0.925719925
100,50,L,4,0.939526256
100,75,L,4,0.924897589
150,25,L,4,0.975920405
150,50,L,4,0.922888659
150,75,L,4,0.924565125
50,25,L,4,0.861288928
50,50,L,4,0.836166221
50,75,L,5,0.912099133
150,25,R,4,0.849456865
100,25,R,5,0.849322175
100,50,R,5,0.861266669
100,75,R,5,0.861973796
150,50,R,5,0.918444334
150,75,R,5,0.889096682
50,25,R,5,0.846066803
50,50,R,5,0.824560348
50,75,R,5,0.817532090
100,25,C,4,0.850116595
100,50,C,4,0.846869961
100,75,C,4,0.840450428
150,25,C,4,0.851965827
150,75,C,4,0.815053460
150,50,C,4,0.896582150
50,25,C,5,0.820927506
50,50,C,5,0.812134294
50,75,C,5,0.832897127
100,25,L,4,0.922870176
100,50,L,4,0.915888220
100,75,L,4,0.933928385
150,25,L,4,0.930972294
150,50,L,4,0.930770273
150,75,L,4,0.932751914
50,25,L,4,0.827363989
50,50,L,4,0.850705451
50,75,L,5,0.917169325
150,25,R,4,0.806109520
100,25,R,5,0.870031189
100,50,R,5,0.849254132
100,75,R,5,0.864572675
150,50,R,5,0.860221265
150,75,R,5,0.882958853
50,25,R,5,0.842050212
50,50,R,5,0.803831536
50,75,R,5,0.834502380
100,25,C,4,0.872073720
100,50,C,4,0.846977841
100,75,C,4,0.833789852
150,25,C,4,0.858702226
150,75,C,4,0.870148079
150,50,C,4,0.854233894
50,25,C,5,0.835525576
50,50,C,5,0.828825104
50,75,C,5,0.815129450
100,25,L,4,0.926907370
100,50,L,4,0.925767610
100,75,L,4,0.932846058
150,25,L,4,0.936595800
150,50,L,4,0.960656026
150,75,L,4,0.936842752
50,25,L,4,0.882542522
50,50,L,4,0.853469330
50,75,L,5,0.906384573
150,25,R,4,0.729910516
100,25,R,5,0.883261471
100,50,R,5,0.828975727
100,75,R,5,0.869080477
150,50,R,5,0.908528731
150,75,R,5,0.893133026
50,25,R,5,0.804318608
50,50,R,5,0.845145650
50,75,R,5,0.801862030
100,25,C,4,0.878168946
100,50,C,4,0.845990415
100,75,C,4,0.846349742
150,25,C,4,0.863883688
150,75,C,4,0.870100816
150,50,C,4,0.808545727
50,25,C,5,0.859552321
50,50,C,5,0.822413182
50,75,C,5,0.832376894
100,25,L,4,0.925622173
100,50,L,4,0.933918389
100,75,L,4,0.929418245
150,25,L,4,0.916094617
150,50,L,4,0.941858830
150,75,L,4,0.939182322
50,25,L,4,0.845688264
50,50,L,4,0.869883380
50,75,L,5,0.909772153
150,25,R,4,0.770433184
100,25,R,5,0.894472877
100,50,R,5,0.852113558
100,75,R,5,0.890087465
150,50,R,5,0.897127168
150,75,R,5,0.871084540
50,25,R,5,0.817544814
50,50,R,5,0.843743786
50,75,R,5,0.832501628
100,25,C,4,0.852343200
100,50,C,4,0.841378587
100,75,C,4,0.848636989
150,25,C,4,0.852806704
150,75,C,4,0.853222350
150,50,C,4,0.846721648
50,25,C,5,0.826574699
50,50,C,5,0.838930379
50,75,C,5,0.815457478
100,25,L,4,0.925806132
100,50,L,4,0.933302338
100,75,L,4,0.933397551
150,25,L,4,0.947643883
150,50,L,4,0.937772677
150,75,L,4,0.928092275
50,25,L,4,0.865219856
50,50,L,4,0.853515676
50,75,L,5,0.923681461
150,25,R,4,0.847912120
