ws,ov,pos,md,wf1
150,75,R,5,0.862474272
50,25,R,5,0.819358849
50,50,R,5,0.828309964
50,75,R,5,0.826613391
100,25,C,4,0.825008013
100,50,C,4,0.861240983
100,75,C,4,0.814250130
150,25,C,4,0.898688568
150,75,C,4,0.851351315
150,50,C,4,0.903165194
50,25,C,5,0.840945780
50,50,C,5,0.832312645
50,75,C,5,0.817483744
100,25,L,4,0.920789259
100,50,L,4,0.919276578
100,75,L,4,0.935450264
150,25,L,4,0.949448251
150,50,L,4,0.960485832
150,75,L,4,0.917579104
50,25,L,4,0.842557985
50,50,L,4,0.849598734
50,75,L,5,0.916908936
150,25,R,4,0.877601604
100,25,R,5,0.868268119
100,50,R,5,0.895017681
100,75,R,5,0.872418469
150,50,R,5,0.892335709
150,75,R,5,0.856517437
50,25,R,5,0.834301024
50,50,R,5,0.854928459
50,75,R,5,0.820537741
100,25,C,4,0.850769671
100,50,C,4,0.865007898
100,75,C,4,0.829471859
150,25,C,4,0.860892538
150,75,C,4,0.872099756
150,50,C,4,0.837879977
50,25,C,5,0.805946912
50,50,C,5,0.819107455
50,75,C,5,0.818438669
100,25,L,4,0.927681537
100,50,L,4,0.929451573
100,75,L,4,0.936259660
150,25,L,4,0.931270744
150,50,L,4,0.934245305
150,75,L,4,0.946995890
50,25,L,4,0.842037967
50,50,L,4,0.876080957
50,75,L,5,0.916835365
150,25,R,4,0.761082870
100,25,R,5,0.869509455
100,50,R,5,0.847213803
100,75,R,5,0.859000849
150,50,R,5,0.889701116
150,75,R,5,0.911584780
50,25,R,5,0.829476431
50,50,R,5,0.827328808
50,75,R,5,0.818470682
100,25,C,4,0.846831380
100,50,C,4,0.830679343
100,75,C,4,0.832254735
150,25,C,4,0.834528579
150,75,C,4,0.840301431
150,50,C,4,0.849454686
50,25,C,5,0.816298837
50,50,C,5,0.807364083
50,75,C,5,0.844829471
100,25,L,4,0.912943125
100,50,L,4,0.930568283
100,75,L,4,0.921195662
150,25,L,4,0.933862971
150,50,L,4,0.901576498
150,75,L,4,0.955280768
50,25,L,4,0.838085095
50,50,L,4,0.862470883
50,75,L,5,0.908085791
150,25,R,4,0.861027829
100,25,R,5,0.887660425
100,50,R,5,0.876435655
100,75,R,5,0.868353678
150,50,R,5,0.870732247
150,75,R,5,0.903072300
50,25,R,5,0.830917873
50,50,R,5,0.817897229
50,75,R,5,0.822128284
100,25,C,4,0.869206339
100,50,C,4,0.866651324
100,75,C,4,0.866732347
150,25,C,4,0.873215646
150,75,C,4,0.856071663
150,50,C,4,0.833955058
50,25,C,5,0.840566099
50,50,C,5,0.824725928
50,75,C,5,0.834755463
100,25,L,4,0.941234076
100,50,L,4,0.926981106
100,75,L,4,0.944515172
150,25,L,4,0.933951498
150,50,L,4,0.939624973
150,75,L,4,0.943312544
50,25,L,4,0.861990120
50,50,L,4,0.877193987
50,75,L,5,0.920237278
150,25,R,4,0.799612804
100,25,R,5,0.876157253
100,50,R,5,0.874069521
100,75,R,5,0.885144319
150,50,R,5,0.851971615
150,75,R,5,0.888393113
50,25,R,5,0.824528926
50,50,R,5,0.814266132
50,75,R,5,0.833446550
100,25,C,4,0.845442965
100,50,C,4,0.867139155
100,75,C,4,0.832681611
150,25,C,4,0.873292198
150,75,C,4,0.871685795
150,50,C,4,0.858013908
50,25,C,5,0.858369581
50,50,C,5,0.827201601
50,75,C,5,0.839752629
100,25,L,4,0.937025366
100,50,L,4,0.921049028
100,75,L,4,0.923606367
150,25,L,4,0.941238638
150,50,L,4,0.964993572
150,75,L,4,0.946246991
50,25,L,4,0.877464115
50,50,L,4,0.878698639
50,75,L,5,0.908355750
150,25,R,4,0.851782170
100,25,R,5,0.820235958
100,50,R,5,0.856502072
100,75,R,5,0.873178100
150,50,R,5,0.883716440
150,75,R,5,0.875144595
50,25,R,5,0.813389660
50,50,R,5,0.825129679
50,75,R,5,0.845033793
100,25,C,4,0.833390760
100,50,C,4,0.811914526
100,75,C,4,0.861273889
150,25,C,4,0.826297282
150,75,C,4,0.866401734
150,50,C,4,0.869220753
50,25,C,5,0.830102067
50,50,C,5,0.858390167
50,75,C,5,0.831017531
100,25,L,4,0.932357852
100,50,L,4,0.929121024
100,75,L,4,0.914016714
150,25,L,4,0.914280074
150,50,L,4,0.934923843
150,75,L,4,0.915701855
50,25,L,4,0.830060347
50,50,L,4,0.853596740
50,75,L,5,0.913106702
150,25,R,4,0.781845023
100,25,R,5,0.884843087
100,50,R,5,0.843170501
100,75,R,5,0.874429908
150,50,R,5,0.895135403
150,75,R,5,0.886938824
50,25,R,5,0.829849209
50,50,R,5,0.836957592
50,75,R,5,0.830704833
100,25,C,4,0.846229071
100,50,C,4,0.886929753
100,75,C,4,0.857486593
150,25,C,4,0.867275189
150,75,C,4,0.856493377
150,50,C,4,0.851176313
50,25,C,5,0.827340775
50,50,C,5,0.816278966
50,75,C,5,0.815341440
100,25,L,4,0.888999755
100,50,L,4,0.930422771
100,75,L,4,0.918894869
150,25,L,4,0.955168210
150,50,L,4,0.965313781
150,75,L,4,0.949192231
50,25,L,4,0.854603647
50,50,L,4,0.836808063
50,75,L,5,0.909332321
150,25,R,4,0.798167116
100,25,R,5,0.869685788
100,50,R,5,0.877374930
100,75,R,5,0.858906821
150,50,R,5,0.882988484
150,75,R,5,0.877339488
50,25,R,5,0.817230427
50,50,R,5,0.817790495
50,75,R,5,0.814650230
100,25,C,4,0.844554866
100,50,C,4,0.854620393
100,75,C,4,0.844528129
150,25,C,4,0.873011618
150,75,C,4,0.866248511
150,50,C,4,0.875094570
50,25,C,5,0.821120787
50,50,C,5,0.813360351
50,75,C,5,0.843060583
100,25,L,4,0.932010860
100,50,L,4,0.944352024
100,75,L,4,0.947330985
150,25,L,4,0.944041716
150,50,L,4,0.940799352
150,75,L,4,0.947694894
50,25,L,4,0.876074662
50,50,L,4,0.859594860
50,75,L,5,0.915124572
150,25,R,4,0.816643397
100,25,R,5,0.864409767
100,50,R,5,0.870962621
100,75,R,5,0.873089760
150,50,R,5,0.871483774
150,75,R,5,0.899237270
50,25,R,5,0.823835293
50,50,R,5,0.803110795
50,75,R,5,0.815824069
100,25,C,4,0.852133037
100,50,C,4,0.839555684
100,75,C,4,0.855277255
150,25,C,4,0.876526251
150,75,C,4,0.866825544
150,50,C,4,0.858754127
50,25,C,5,0.805852730
50,50,C,5,0.828493340
50,75,C,5,0.832748086
100,25,L,4,0.943974359
100,50,L,4,0.914562771
100,75,L,4,0.931737800
150,25,L,4,0.923612320
150,50,L,4,0.924428204
150,75,L,4,0.936233415
50,25,L,4,0.871037605
50,50,L,4,0.860441627
50,75,L,5,0.917104014
150,25,R,4,0.811672384
100,25,R,5,0.884997962
100,50,R,5,0.875462877
100,75,R,5,0.871598073
150,50,R,5,0.875688514
150,75,R,5,0.885790168
50,25,R,5,0.865196553
50,50,R,5,0.838611028
50,75,R,5,0.819824504
100,25,C,4,0.838306056
100,50,C,4,0.846318225
100,75,C,4,0.834377000
150,25,C,4,0.857570445
150,75,C,4,0.837027312
150,50,C,4,0.880064207
50,25,C,5,0.838333006
50,50,C,5,0.831795225
50,75,C,5,0.829160841
100,25,L,4,0.919528540
100,50,L,4,0.913423441
100,75,L,4,0.908292309
150,25,L,4,0.940993447
150,50,L,4,0.930785398
150,75,L,4,0.935900995
50,25,L,4,0.871271814
50,50,L,4,0.846372958
50,75,L,5,0.911263124
150,25,R,4,0.838859186
100,25,R,5,0.842337403
100,50,R,5,0.848236443
100,75,R,5,0.866420495
150,50,R,5,0.903997245
150,75,R,5,0.896852032
50,25,R,5,0.802055387
50,50,R,5,0.815403049
50,75,R,5,0.817406301
100,25,C,4,0.839155068
100,50,C,4,0.864455013
100,75,C,4,0.800751423
150,25,C,4,0.797445273
150,75,C,4,0.834421680
150,50,C,4,0.855316770
50,25,C,5,0.827976016
50,50,C,5,0.816228648
50,75,C,5,0.809668063
100,25,L,4,0.924688567
100,50,L,4,0.937870279
100,75,L,4,0.926104402
150,25,L,4,0.913046861
150,50,L,4,0.930761773
150,75,L,4,0.940990386
50,25,L,4,0.881175674
50,50,L,4,0.867365575
50,75,L,5,0.909448405
150,25,R,4,0.786066358
100,25,R,5,0.838476657
100,50,R,5,0.870803186
100,75,R,5,0.876853089
150,50,R,5,0.886457621
150,75,R,5,0.884709169
50,25,R,5,0.797024598
50,50,R,5,0.828589278
50,75,R,5,0.826170071
100,25,C,4,0.813165475
100,50,C,4,0.865342070
100,75,C,4,0.860995080
150,25,C,4,0.864995693
150,75,C,4,0.870276427
150,50,C,4,0.827805202
50,25,C,5,0.837698601
50,50,C,5,0.815421924
50,75,C,5,0.832681052
100,25,L,4,0.931831441
100,50,L,4,0.942584189
100,75,L,4,0.927851373
150,25,L,4,0.944926263
150,50,L,4,0.921092606
150,75,L,4,0.925240632
50,25,L,4,0.861714338
50,50,L,4,0.856091317
50,75,L,5,0.913703124
150,25,R,4,0.815468251
100,25,R,5,0.879043315
100,50,R,5,0.889582344
100,75,R,5,0.882214614
150,50,R,5,0.853441256
150,75,R,5,0.883166021
50,25,R,5,0.812720419
50,50,R,5,0.841309970
50,75,R,5,0.828256158
100,25,C,4,0.878190831
100,50,C,4,0.770686412
100,75,C,4,0.859798265
150,25,C,4,0.880276934
150,75,C,4,0.868404662
150,50,C,4,0.886856390
50,25,C,5,0.843068174
50,50,C,5,0.857108398
50,75,C,5,0.814635785
100,25,L,4,0.915108458
100,50,L,4,0.905172279
100,75,L,4,0.932210772
150,25,L,4,0.946770927
150,50,L,4,0.929495998
150,75,L,4,0.941105950
50,25,L,4,0.869655336
50,50,L,4,0.885301215
50,75,L,5,0.928147159
150,25,R,4,0.786983181
100,25,R,5,0.877724919
100,50,R,5,0.866604182
100,75,R,5,0.852158019
150,50,R,5,0.860443789
150,75,R,5,0.881751596
50,25,R,5,0.810596758
50,50,R,5,0.812918825
50,75,R,5,0.815139911
100,25,C,4,0.864523645
100,50,C,4,0.843342864
100,75,C,4,0.874468912
150,25,C,4,0.830019577
150,75,C,4,0.858417922
150,50,C,4,0.890982323
50,25,C,5,0.844439708
50,50,C,5,0.831279371
50,75,C,5,0.820214915
100,25,L,4,0.929740717
100,50,L,4,0.912752663
100,75,L,4,0.922932301
150,25,L,4,0.948496385
150,50,L,4,0.899716529
150,75,L,4,0.931766578
50,25,L,4,0.859423564
50,50,L,4,0.849363205
50,75,L,5,0.900412672
150,25,R,4,0.789243420
100,25,R,5,0.872225590
100,50,R,5,0.859372963
100,75,R,5,0.864681170
150,50,R,5,0.890453374
150,75,R,5,0.899583674
50,25,R,5,0.815980241
50,50,R,5,0.848349635
50,75,R,5,0.811839440
100,25,C,4,0.853066977
100,50,C,4,0.829868671
100,75,C,4,0.851890075
150,25,C,4,0.886847283
150,75,C,4,0.881109283
150,50,C,4,0.863793123
50,25,C,5,0.822838009
50,50,C,5,0.838207023
50,75,C,5,0.833189810
100,25,L,4,0.901394321
100,50,L,4,0.934965467
100,75,L,4,0.928782178
150,25,L,4,0.931771115
150,50,L,4,0.929166086
150,75,L,4,0.950717972
50,25,L,4,0.862833465
50,50,L,4,0.851457556
50,75,L,5,0.910758754
150,25,R,4,0.795632408
100,25,R,5,0.861986003
100,50,R,5,0.846161507
100,75,R,5,0.875671712
150,50,R,5,0.888659655
150,75,R,5,0.873377840
50,25,R,5,0.832422980
50,50,R,5,0.828443715
50,75,R,5,0.820382681
100,25,C,4,0.841089689
100,50,C,4,0.853923326
100,75,C,4,0.821567222
150,25,C,4,0.878809022
150,75,C,4,0.839457233
150,50,C,4,0.856517617
50,25,C,5,0.837961034
50,50,C,5,0.821755650
50,75,C,5,0.819886252
100,25,L,4,0.936891838
100,50,L,4,0.916225645
100,75,L,4,0.923558442
150,25,L,4,0.932486321
150,50,L,4,0.939425283
150,75,L,4,0.931884904
50,25,L,4,0.873358849
50,50,L,4,0.813966573
50,75,L,5,0.923502640
150,25,R,4,0.845188124
100,25,R,5,0.898941949
100,50,R,5,0.858249567
100,75,R,5,0.848863364
150,50,R,5,0.884512394
150,75,R,5,0.877057828
50,25,R,5,0.801204203
50,50,R,5,0.793156175
50,75,R,5,0.826249332
100,25,C,4,0.847387907
100,50,C,4,0.829254775
100,75,C,4,0.824661585
150,25,C,4,0.842204208
150,75,C,4,0.850391717
150,50,C,4,0.845419579
50,25,C,5,0.833514317
50,50,C,5,0.836868889
50,75,C,5,0.844858166
100,25,L,4,0.913479405
100,50,L,4,0.937144679
100,75,L,4,0.904365166
150,25,L,4,0.898079224
150,50,L,4,0.917579618
150,75,L,4,0.922537047
50,25,L,4,0.853162776
50,50,L,4,0.867956342
50,75,L,5,0.911851456
150,25,R,4,0.781724825
100,25,R,5,0.857069448
100,50,R,5,0.878967034
100,75,R,5,0.876478158
150,50,R,5,0.900605209
150,75,R,5,0.888523641
50,25,R,5,0.801111034
50,50,R,5,0.800047330
50,75,R,5,0.821977462
100,25,C,4,0.874371269
100,50,C,4,0.843661364
100,75,C,4,0.858279887
150,25,C,4,0.871276571
150,75,C,4,0.846707942
150,50,C,4,0.871864023
50,25,C,5,0.827511969
50,50,C,5,0.826771537
50,75,C,5,0.831988877
100,25,L,4,0.921903068
100,50,L,4,0.913688458
100,75,L,4,0.929230276
150,25,L,4,0.954973488
150,50,L,4,0.930240756
150,75,L,4,0.935731506
50,25,L,4,0.860291030
50,50,L,4,0.871151329
50,75,L,5,0.922953463
150,25,R,4,0.787159271
100,25,R,5,0.863540773
100,50,R,5,0.863671991
100,75,R,5,0.858603422
150,50,R,5,0.862791146
150,75,R,5,0.894135270
50,25,R,5,0.847891623
50,50,R,5,0.821436348
50,75,R,5,0.804558171
100,25,C,4,0.882804877
100,50,C,4,0.865560842
100,75,C,4,0.863691710
150,25,C,4,0.836642807
150,75,C,4,0.841624440
150,50,C,4,0.885611225
50,25,C,5,0.809924466
50,50,C,5,0.812241974
50,75,C,5,0.822499735
100,25,L,4,0.925469078
100,50,L,4,0.932216995
100,75,L,4,0.939502082
150,25,L,4,0.934338088
150,50,L,4,0.949377300
150,75,L,4,0.931414699
50,25,L,4,0.856561496
50,50,L,4,0.879531918
50,75,L,5,0.903084305
150,25,R,4,0.791668642
100,25,R,5,0.840665643
100,50,R,5,0.884466308
100,75,R,5,0.880864866
150,50,R,5,0.914878954
150,75,R,5,0.878663606
50,25,R,5,0.806508113
50,50,R,5,0.835615418
50,75,R,5,0.837587215
100,25,C,4,0.816403053
100,50,C,4,0.827032367
100,75,C,4,0.857578105
150,25,C,4,0.868970511
150,75,C,4,0.885739191
150,50,C,4,0.852912385
50,25,C,5,0.818163818
50,50,C,5,0.825039421
50,75,C,5,0.847620805
100,25,L,4,0.925362478
100,50,L,4,0.913151965
100,75,L,4,0.921794078
150,25,L,4,0.954313905
150,50,L,4,0.949109222
150,75,L,4,0.937232284
50,25,L,4,0.879271620
50,50,L,4,0.859623863
50,75,L,5,0.911823506
150,25,R,4,0.786833159
100,25,R,5,0.858341970
100,50,R,5,0.867386496
100,75,R,5,0.858868813
150,50,R,5,0.911181522
150,75,R,5,0.875541084
50,25,R,5,0.850532391
50,50,R,5,0.817473098
50,75,R,5,0.850659228
100,25,C,4,0.852329068
100,50,C,4,0.836766890
100,75,C,4,0.840829464
150,25,C,4,0.849932263
150,75,C,4,0.848187253
150,50,C,4,0.811451083
50,25,C,5,0.869826815
50,50,C,5,0.835324180
50,75,C,5,0.843112025
100,25,L,4,0.941171229
100,50,L,4,0.938688623
100,75,L,4,0.926342445
150,25,L,4,0.898078583
150,50,L,4,0.937523278
150,75,L,4,0.946596011
50,25,L,4,0.860938759
50,50,L,4,0.869761996
50,75,L,5,0.905465848
150,25,R,4,0.821456099
100,25,R,5,0.856297899
100,50,R,5,0.862389834
100,75,R,5,0.886995904
150,50,R,5,0.855208601
150,75,R,5,0.890283780
50,25,R,5,0.811606858
50,50,R,5,0.835668864
50,75,R,5,0.827721820
100,25,C,4,0.833876556
100,50,C,4,0.870486914
100,75,C,4,0.847815181
150,25,C,4,0.896574553
150,75,C,4,0.857741910
150,50,C,4,0.849271494
50,25,C,5,0.830437353
50,50,C,5,0.833514553
50,75,C,5,0.833201219
100,25,L,4,0.948072029
100,50,L,4,0.921985470
100,75,L,4,0.922529585
150,25,L,4,0.950805872
150,50,L,4,0.933266428
150,75,L,4,0.918493699
50,25,L,4,0.843457743
50,50,L,4,0.862173767
50,75,L,5,0.924368295
150,25,R,4,0.802793977
100,25,R,5,0.854945988
100,50,R,5,0.880419655
100,75,R,5,0.871148203
150,50,R,5,0.877054874
150,75,R,5,0.876184681
50,25,R,5,0.799303298
50,50,R,5,0.813570684
50,75,R,5,0.804954178
100,25,C,4,0.890517523
100,50,C,4,0.846081458
100,75,C,4,0.821040833
150,25,C,4,0.882279734
150,75,C,4,0.866597801
150,50,C,4,0.850692377
50,25,C,5,0.817270962
50,50,C,5,0.840367485
50,75,C,5,0.814528719
100,25,L,4,0.916089687
100,50,L,4,0.938696015
100,75,L,4,0.932788195
150,25,L,4,0.934590493
150,50,L,4,0.957916917
150,75,L,4,0.917600577
50,25,L,4,0.824836396
50,50,L,4,0.879854258
50,75,L,5,0.918181691
150,25,R,4,0.800146200
100,25,R,5,0.891520047
100,50,R,5,0.849050225
100,75,R,5,0.874753599
150,50,R,5,0.868811446
150,75,R,5,0.872321577
50,25,R,5,0.835342622
50,50,R,5,0.842593093
50,75,R,5,0.831398215
100,25,C,4,0.792714701
100,50,C,4,0.858071134
100,75,C,4,0.852911648
150,25,C,4,0.845272539
150,75,C,4,0.871352591
150,50,C,4,0.855522524
50,25,C,5,0.831566192
50,50,C,5,0.829023361
50,75,C,5,0.839722582
100,25,L,4,0.941818058
100,50,L,4,0.922702079
100,75,L,4,0.931262825
150,25,L,4,0.912892792
150,50,L,4,0.928563709
150,75,L,4,0.946930472
50,25,L,4,0.807509065
50,50,L,4,0.846364900
50,75,L,5,0.922755272
150,25,R,4,0.830214914
100,25,R,5,0.853078779
100,50,R,5,0.858254582
100,75,R,5,0.865370172
150,50,R,5,0.891787090
150,75,R,5,0.877364824
50,25,R,5,0.805729442
50,50,R,5,0.811309172
50,75,R,5,0.831172517
100,25,C,4,0.861912813
100,50,C,4,0.856799658
100,75,C,4,0.828237348
150,25,C,4,0.903026839
150,75,C,4,0.830722156
150,50,C,4,0.855408718
50,25,C,5,0.795465726
50,50,C,5,0.841179731
50,75,C,5,0.808753523
100,25,L,4,0.914127479
100,50,L,4,0.947455388
100,75,L,4,0.936207545
150,25,L,4,0.937397400
150,50,L,4,0.927038043
150,75,L,4,0.942884552
50,25,L,4,0.856074431
50,50,L,4,0.866765197
50,75,L,5,0.906363222
150,25,R,4,0.788453689
100,25,R,5,0.880121356
100,50,R,5,0.852583184
100,75,R,5,0.866404324
150,50,R,5,0.882416726
150,75,R,5,0.884572877
50,25,R,5,0.796862575
50,50,R,5,0.842001717
50,75,R,5,0.838446650
100,25,C,4,0.854353597
100,50,C,4,0.866749711
100,75,C,4,0.837932259
150,25,C,4,0.934910451
150,75,C,4,0.820791960
150,50,C,4,0.854997217
50,25,C,5,0.808316311
50,50,C,5,0.827986377
50,75,C,5,0.833391091
100,25,L,4,0.914888844
100,50,L,4,0.929277547
100,75,L,4,0.937077155
150,25,L,4,0.944952054
150,50,L,4,0.951180062
150,75,L,4,0.945836564
50,25,L,4,0.852086659
50,50,L,4,0.864519831
50,75,L,5,0.916066385
150,25,R,4,0.749852006
100,25,R,5,0.847179960
100,50,R,5,0.865746217
100,75,R,5,0.855194920
150,50,R,5,0.884416409
150,75,R,5,0.892718927
50,25,R,5,0.834951094
50,50,R,5,0.830411200
50,75,R,5,0.814285888
100,25,C,4,0.863852083
100,50,C,4,0.846567103
100,75,C,4,0.851106854
150,25,C,4,0.820043532
150,75,C,4,0.825779874
150,50,C,4,0.870746027
50,25,C,5,0.828162727
50,50,C,5,0.803092565
50,75,C,5,0.814358310
100,25,L,4,0.914102869
100,50,L,4,0.930468250
100,75,L,4,0.935447915
150,25,L,4,0.944648714
150,50,L,4,0.950978713
150,75,L,4,0.938917500
50,25,L,4,0.819952719
50,50,L,4,0.844248983
50,75,L,5,0.916023631
150,25,R,4,0.842729831
100,25,R,5,0.855874108
100,50,R,5,0.860209860
100,75,R,5,0.893372200
150,50,R,5,0.877640554
150,75,R,5,0.857158721
50,25,R,5,0.848687170
50,50,R,5,0.831724471
50,75,R,5,0.831633467
100,25,C,4,0.871915326
100,50,C,4,0.856061145
100,75,C,4,0.813527861
150,25,C,4,0.860614167
150,75,C,4,0.867574819
150,50,C,4,0.859809631
50,25,C,5,0.833347328
50,50,C,5,0.828179542
50,75,C,5,0.830012859
100,25,L,4,0.916535609
100,50,L,4,0.930666895
100,75,L,4,0.923369948
150,25,L,4,0.961627177
150,50,L,4,0.936888367
150,75,L,4,0.936161828
50,25,L,4,0.880172807
50,50,L,4,0.864087869
50,75,L,5,0.912643457
150,25,R,4,0.808211577
100,25,R,5,0.893575674
100,50,R,5,0.871275891
100,75,R,5,0.868620532
150,50,R,5,0.869042031
150,75,R,5,0.888461590
50,25,R,5,0.808563456
50,50,R,5,0.819635295
50,75,R,5,0.827158376
100,25,C,4,0.834422308
100,50,C,4,0.830817878
100,75,C,4,0.845126173
150,25,C,4,0.816826576
150,75,C,4,0.877269952
150,50,C,4,0.835926732
50,25,C,5,0.847208914
50,50,C,5,0.812182255
50,75,C,5,0.823764677
100,25,L,4,0.905369547
100,50,L,4,0.912684585
100,75,L,4,0.888253710
150,25,L,4,0.918180727
150,50,L,4,0.942830041
150,75,L,4,0.953965530
50,25,L,4,0.864033036
50,50,L,4,0.869954392
50,75,L,5,0.925303584
150,25,R,4,0.819815104
100,25,R,5,0.861666325
100,50,R,5,0.865945551
100,75,R,5,0.850341601
150,50,R,5,0.901969685
150,75,R,5,0.882326666
50,25,R,5,0.813686614
50,50,R,5,0.844857926
50,75,R,5,0.830213532
100,25,C,4,0.868019332
100,50,C,4,0.840422598
100,75,C,4,0.834330965
150,25,C,4,0.841842629
150,75,C,4,0.873276814
150,50,C,4,0.845947738
50,25,C,5,0.825581030
50,50,C,5,0.819991839
50,75,C,5,0.831927237
100,25,L,4,0.934444634
100,50,L,4,0.930105597
100,75,L,4,0.938338155
150,25,L,4,0.926970302
150,50,L,4,0.950052781
150,75,L,4,0.948174448
50,25,L,4,0.854310885
50,50,L,4,0.810029590
50,75,L,5,0.924186177
150,25,R,4,0.802654511
100,25,R,5,0.878627856
100,50,R,5,0.853064276
100,75,R,5,0.875048838
150,50,R,5,0.883126629
150,75,R,5,0.894383947
50,25,R,5,0.815322516
50,50,R,5,0.805168264
50,75,R,5,0.841592317
100,25,C,4,0.805977303
100,50,C,4,0.839320519
100,75,C,4,0.850519519
150,25,C,4,0.851837720
150,75,C,4,0.851909403
150,50,C,4,0.865644669
50,25,C,5,0.845388776
50,50,C,5,0.849405752
50,75,C,5,0.835421368
100,25,L,4,0.917337306
100,50,L,4,0.928809161
100,75,L,4,0.929610252
150,25,L,4,0.944458374
150,50,L,4,0.951278383
150,75,L,4,0.942488707
50,25,L,4,0.875063767
50,50,L,4,0.876317190
50,75,L,5,0.910717951
150,25,R,4,0.813013667
100,25,R,5,0.851204693
100,50,R,5,0.865549977
100,75,R,5,0.858772005
150,50,R,5,0.861987945
150,75,R,5,0.894187619
50,25,R,5,0.836122673
50,50,R,5,0.827341585
50,75,R,5,0.819042820
100,25,C,4,0.810551843
100,50,C,4,0.851851446
100,75,C,4,0.851818772
150,25,C,4,0.857303340
150,75,C,4,0.851407787
150,50,C,4,0.807359527
50,25,C,5,0.814822574
50,50,C,5,0.848451129
50,75,C,5,0.832262168
100,25,L,4,0.917856508
100,50,L,4,0.919737132
100,75,L,4,0.919410994
150,25,L,4,0.944946051
150,50,L,4,0.941320210
150,75,L,4,0.941274638
50,25,L,4,0.840274511
50,50,L,4,0.876601982
50,75,L,5,0.910299249
150,25,R,4,0.839704767
100,25,R,5,0.877654804
100,50,R,5,0.872664868
100,75,R,5,0.872850367
150,50,R,5,0.868580019
150,75,R,5,0.872384773
50,25,R,5,0.830281777
50,50,R,5,0.826192021
50,75,R,5,0.818681524
100,25,C,4,0.843529246
100,50,C,4,0.870440618
100,75,C,4,0.871190657
150,25,C,4,0.824214115
150,75,C,4,0.863187289
150,50,C,4,0.896017352
50,25,C,5,0.845425965
50,50,C,5,0.831948884
50,75,C,5,0.844075749
100,25,L,4,0.936780689
100,50,L,4,0.928705895
100,75,L,4,0.923295912
150,25,L,4,0.950311462
150,50,L,4,0.922460528
150,75,L,4,0.938489804
50,25,L,4,0.892875595
50,50,L,4,0.837398944
50,75,L,5,0.910751419
150,25,R,4,0.797932655
100,25,R,5,0.878320015
100,50,R,5,0.869873636
100,75,R,5,0.877432260
150,50,R,5,0.882037112
150,75,R,5,0.901770003
50,25,R,5,0.815638932
50,50,R,5,0.819796826
50,75,R,5,0.812922382
100,25,C,4,0.834505629
100,50,C,4,0.817918449
100,75,C,4,0.866331822
150,25,C,4,0.891732654
150,75,C,4,0.873346643
150,50,C,4,0.878913220
50,25,C,5,0.882811016
50,50,C,5,0.809090802
50,75,C,5,0.831089513
100,25,L,4,0.943103044
100,50,L,4,0.930575398
100,75,L,4,0.933699407
150,25,L,4,0.923189356
150,50,L,4,0.937609311
150,75,L,4,0.941602104
50,25,L,4,0.881369951
50,50,L,4,0.842254984
50,75,L,5,0.920848903
150,25,R,4,0.772870673
100,25,R,5,0.868617372
100,50,R,5,0.852877288
100,75,R,5,0.880198545
150,50,R,5,0.856770258
150,75,R,5,0.877716443
50,25,R,5,0.841497158
50,50,R,5,0.845255345
50,75,R,5,0.825869359
100,25,C,4,0.873462645
100,50,C,4,0.852600067
100,75,C,4,0.819231112
150,25,C,4,0.853642779
150,75,C,4,0.864572905
150,50,C,4,0.856134406
50,25,C,5,0.822075638
50,50,C,5,0.816289841
50,75,C,5,0.831534605
100,25,L,4,0.948191699
100,50,L,4,0.930751080
100,75,L,4,0.923373387
150,25,L,4,0.916551046
150,50,L,4,0.956117047
150,75,L,4,0.943099669
50,25,L,4,0.874821902
50,50,L,4,0.849490763
50,75,L,5,0.919047274
150,25,R,4,0.730937022
100,25,R,5,0.859721527
100,50,R,5,0.869180136
100,75,R,5,0.867128292
150,50,R,5,0.858714064
150,75,R,5,0.900187017
50,25,R,5,0.809162751
50,50,R,5,0.824459707
50,75,R,5,0.827940689
100,25,C,4,0.828857048
100,50,C,4,0.823916833
100,75,C,4,0.772091981
150,25,C,4,0.852967903
150,75,C,4,0.839016869
150,50,C,4,0.900061894
50,25,C,5,0.820161112
50,50,C,5,0.837835078
50,75,C,5,0.818340324
100,25,L,4,0.915916955
100,50,L,4,0.933905008
100,75,L,4,0.938801729
150,25,L,4,0.936897005
150,50,L,4,0.960520929
150,75,L,4,0.947238165
50,25,L,4,0.846028893
50,50,L,4,0.871315615
50,75,L,5,0.912120753
150,25,R,4,0.816375551
100,25,R,5,0.872645860
100,50,R,5,0.843862738
100,75,R,5,0.854576149
150,50,R,5,0.895980859
150,75,R,5,0.899397971
50,25,R,5,0.818639433
50,50,R,5,0.823828650
50,75,R,5,0.835821411
100,25,C,4,0.853393801
100,50,C,4,0.855501131
100,75,C,4,0.852026791
150,25,C,4,0.863791714
150,75,C,4,0.876544276
150,50,C,4,0.833417790
50,25,C,5,0.810404538
50,50,C,5,0.831789686
50,75,C,5,0.829012649
100,25,L,4,0.917415072
100,50,L,4,0.933222503
100,75,L,4,0.927561383
150,25,L,4,0.937226408
150,50,L,4,0.949335850
